sig,total_return,max_drawdown
3.5999999999999694,-0.045428738925358036,-0.06259426847662142
3.699999999999969,-0.045428738925358036,-0.06259426847662142
3.7999999999999687,-0.045428738925358036,-0.06259426847662142
3.8999999999999684,-0.045428738925358036,-0.06259426847662142
3.999999999999968,-0.045428738925358036,-0.06259426847662142
4.099999999999968,-0.1084549183424659,-0.15300019673421228
4.199999999999967,-0.1084549183424659,-0.15300019673421228
4.299999999999967,-0.1084549183424659,-0.15300019673421228
4.399999999999967,-0.1084549183424659,-0.15300019673421228
4.499999999999966,-0.1084549183424659,-0.15300019673421228
4.599999999999966,-0.1084549183424659,-0.15300019673421228
4.6999999999999655,-0.1084549183424659,-0.15300019673421228
4.799999999999965,-0.1084549183424659,-0.15300019673421228
4.899999999999965,-0.048922945874585455,-0.10000000000000009
4.9999999999999645,-0.048922945874585455,-0.10000000000000009
